HHID,DistrictID,VillageID,weight,z,zdelib,zinfo,zelite,zoinfo,zspill,tinfo,H100,H200,H300,H400,H500,H600,H101,H201,H301,H401,H501,H601,X1010,X1020,X1030,X1040,X1050,X1060,X1070,X1080,X1090,X1100,X1110,X1120,X1130,X1140,X2010,X2020,X2030,X2040,X2050,X2060,X2070,X2080,X2090,X2100,X2110,X2120,X2130,X2140,X2150,X2160,X2170,X2180,X2190,X2200,X2210,X2220,X2230,X3010,X3020,X3030,X3040,X3050,X3060,X3070,X3080,X3090,X3100,X3110,X3120,X3130,X3140,X3150,X3160,X3170,X3180,X3190,X3200,X3210,X3220,X3230,X3240,X3250,X3260,X3270,X3280,X3290,X1,X2,X3,Xcitizen0,Xempsector0,X1011,X1021,X1031,X1041,X1051,X1061,X1071,X1081,X1091,X1101,X1111,X1121,X1131,X1141,X2011,X2021,X2031,X2041,X2051,X2061,X2071,X2081,X2091,X2101,X2111,X2121,X2131,X2141,X2151,X2161,X2171,X2181,X2191,X2201,X2211,X2221,X2231,X3011,X3021,X3031,X3041,X3051,X3061,X3071,X3081,X3091,X3101,X3111,X3121,X3131,X3141,X3151,X3161,X3171,X3181,X3191,X3201,X3211,X3221,X3231,X3241,X3251,X3261,X3271,X3281,X3291,Xcitizen1,Xempsector1,H610,H510,H520,H130,H140,H310,H320,H240,H330,H340,H350,H430,H440,H460,H260,H620,H630,H640,H650,H660,H670,H680,H690,consumption,H450,H370,H380,H110,H120,H210,H250,H360,H150,H220,H230,H410,H420,H530,H611,H511,H521,H131,H141,H311,H321,H241,H331,H341,H351,H431,H441,H461,H261,H621,H631,H641,H651,H661,H671,H681,H691,H451,H371,H381,H111,H121,H211,H251,H361,H151,H221,H231,H411,H421,H531,male,age,school,mod1,asst1,mod2,asst2,sample
130408,13,1304,10,1,0,0,,0.0,1.0,,0.12599472818408686,-0.8146324482099135,0.323925665377478,-0.1704583846001338,-0.6721408488576013,-0.2493692259387575,0.12599472818408686,-0.7929887165412753,0.637598638483979,0.7097058283300935,-0.006783412638376179,-0.08622892447442668,-99,-99,1,1,1,-99,1,0,-99,-99,0,1,1,7,1,3,1,0,0,0,0,1,2,,,,,2,9,4,1,1,3,7,7,7,1,0,0,1,0,0,0,10,4,4,4,4,1,4,4,,,,,,,,3,3,2,2,2,3,1,1,0.10593709726016425,7.2830571802385995,0.6454529925258062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,0.0,10.0,10.0,10.0,10.0,10.0,10,10,1,4,0,0,1,0,,,,0,7.2830571802385995,4,4,4,7,1,1,1,1,,0.0,0.0,0,0,0.0,-99,7,1,7,1,9.0,7.0,5.0,8.0,10.0,7.0,10,6,7,1,1,0,1,1,1,0,0,0,5,5,5,7,1,1,1,1,6,4.0,4.0,1,5,4.0,1,30,17,,,,,"Citizens"
130409,13,1304,10,1,0,1,,1.0,0.0,1,1.033883097260157,-1.017238464620816,0.7127625791845011,-0.4789300885587783,1.8487201101966195,-0.9767073264358541,0.2927939246294147,-1.6986118745507823,-0.7741352946305146,-0.5562844408934788,0.8249133826356553,1.034245209131413,-99,-99,1,1,1,-99,1,0,1,0,1,1,1,7,1,2,1,1,1,1,1,1,1,1,4,1,1,3,7,4,1,5,0,0,1,1,1,0,0,0,0,1,0,10,4,2,2,4,1,3,3,2,1,2,2,2,2,2,1,1,1,1,1,4,1,1,0.7170126831599963,6.54229078087037,-1.2411902932437928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,8.0,7.0,6.0,10.0,6.0,3.0,10,9,1,1,0,0,0,0,,,,0,6.54229078087037,1,5,5,4,7,7,1,7,,0.0,1.0,0,1,8.0,0,7,1,7,7,10.0,10.0,0.0,1.0,3.0,5.0,9,10,1,5,1,1,1,0,,,,0,1,1,5,1,7,1,1,1,0,0.0,0.0,0,0,9.0,1,45,17,,,,,"Citizens"
130410,13,1304,10,1,1,1,,0.0,0.0,1,-1.356183617077397,-2.13285242613086,-0.31137198750339806,-0.2593854469046867,1.3497020330322005,0.4351413045953991,0.12599472818408686,0.6438355616965082,-1.4864043318265947,-0.5299786483458875,2.015059469251426,1.627733142258591,1,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,1,7,0,,1,0,0,0,0,1,2,,,,,3,7,4,1,1,0,1,2,0,0,1,1,1,0,1,0,10,3,3,3,4,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,2,0,1,-1.3754685218484122,6.228299124891324,-0.6303564073942283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,5.0,5.0,6.0,10.0,10.0,5.0,5,10,7,1,0,0,0,1,1,1,,0,6.228299124891324,1,5,1,1,1,1,1,1,,0.0,0.0,0,0,5.0,0,7,7,7,1,5.0,5.0,5.0,5.0,5.0,7.0,10,10,1,5,1,1,1,1,1,0,1,0,1,1,1,7,1,1,7,1,0,5.0,0.0,0,0,9.0,1,37,17,,,,,"Citizens"
130501,13,1305,5,1,0,1,,1.0,0.0,2,0.2927939246294147,1.3165380700116895,1.3037761840251614,-0.12785648416672918,-1.0707125269354634,-0.9767073264358541,0.12599472818408686,-1.3483037930557629,-0.12237135394373234,-0.714119196179028,1.6823807511418134,0.46701872063088484,-99,-99,1,-99,,-99,1,0,-99,-99,-99,1,0,5,1,5,1,0,1,0,0,1,1,,20,,,5,7,4,1,1,0,0,0,1,1,0,0,0,0,0,0,5,2,2,2,4,3,3,3,2,2,2,2,2,2,2,3,3,3,3,2,3,1,1,-0.7423883950664065,6.183568206861752,-0.2940866728741704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,7,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,5,0,0,0,0,,,,0,6.183568206861752,1,4,4,1,7,7,7,7,,0.0,0.0,0,0,0.0,0,7,7,7,1,6.0,10.0,3.0,3.0,8.0,9.0,3,10,1,5,1,0,1,1,0,,,0,1,4,3,7,1,1,1,1,1,0.0,0.0,0,0,7.0,0,52,16,,,,,"Citizens"
130502,13,1305,16,1,1,1,,0.0,0.0,1,0.2927939246294147,-0.016198235397471217,0.12891687747352687,-0.5299786483458875,-0.0770678055497161,-0.9767073264358541,0.12599472818408686,0.5613432503776248,-0.6553989676752594,-0.3692158501581595,2.015059469251426,1.0896945945377954,-99,-99,1,1,1,-99,1,-99,-99,-99,1,1,1,7,1,6,1,0,0,0,0,1,1,,,,,5,6,4,1,5,3,0,0,0,1,0,0,0,0,0,0,0,4,2,3,3,3,2,2,,2,3,2,2,3,3,3,3,3,3,2,4,,1,-0.19406809530013902,6.17912344379271,-0.0018601616718287523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,4,,,0.0,0.0,5.0,10.0,10.0,10.0,10,10,1,4,0,0,0,0,,,,0,6.17912344379271,1,4,5,1,7,7,4,4,,0.0,0.0,0,0,0.0,1,7,7,7,7,0.0,0.0,3.0,5.0,5.0,8.0,7,10,1,5,1,1,1,1,1,0,0,0,3,5,5,7,1,7,1,1,10,0.0,5.0,0,0,9.0,1,40,17,,,,,"Citizens"
130503,13,1305,11,1,1,1,,0.0,0.0,2,0.12599472818408686,0.5676485670942277,1.3037761840251614,-0.008016396251477974,0.5180052377581691,-0.9767073264358541,-1.356183617077397,0.3861874214618243,0.6749602738111808,-0.12785648416672918,2.015059469251426,1.8532974468183412,1,-99,1,1,1,1,1,0,-99,-99,1,1,1,7,1,6,0,0,0,0,0,1,,,,,,1,9,4,1,2,0,0,2,0,1,0,0,0,0,0,0,0,4,4,2,4,3,3,3,,2,2,2,2,3,3,3,3,3,3,2,3,0,1,0.7598349600061259,5.727357603144009,-0.0047314155935948244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,4,0,0,0,0,,,,0,5.727357603144009,2,4,4,7,1,7,4,7,,0.0,0.0,0,0,0.0,1,7,7,7,1,10.0,10.0,10.0,6.0,7.0,9.0,10,10,7,5,1,1,1,1,1,0,0,1,1,5,5,1,1,7,1,1,4,0.0,0.0,0,0,9.0,1,35,17,,,,,"Citizens"
130504,13,1305,11,1,1,1,,0.0,0.0,2,0.9504834990374929,-0.2999124140400004,1.3037761840251614,0.29342308667199235,-0.6721408488576013,-0.9767073264358541,0.12599472818408686,-0.7486692931082924,0.44860063066225114,-0.5299786483458875,0.9912527416904614,1.2015451072855334,-99,-99,-99,-99,,-99,-99,-99,-99,-99,-99,-99,1,7,1,6,1,1,1,0,1,1,1,1,6,,1,6,9,4,1,5,0,0,0,0,1,1,1,1,1,1,1,10,4,3,3,3,3,3,3,,,,,,,,3,3,2,3,2,3,1,1,-2.2596719674163324,6.287871146393938,1.857930128051973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,10.0,10.0,5.0,10.0,10.0,10.0,10,10,4,3,0,0,0,0,,,,0,6.287871146393938,3,4,4,7,4,7,4,7,,0.0,0.0,5,0,0.0,0,7,1,7,7,10.0,10.0,10.0,9.0,6.0,3.0,10,10,1,1,0,1,1,1,1,0,1,0,1,5,5,7,1,7,1,1,8,0.0,0.0,0,0,10.0,0,45,17,,,,,"Citizens"
130506,13,1305,5,1,0,0,,0.0,1.0,,-1.356183617077397,1.237782733055963,0.44337314043664744,-2.4426851647461314,-1.4291618182772021,-0.9767073264358541,0.539823648839662,0.8101428826489153,-0.3079796838704738,0.8820543637744883,1.4520047479913627,-0.2509404291737164,-99,-99,0,-99,,-99,-99,-99,-99,-99,-99,0,0,4,1,6,0,0,0,0,0,1,,,,,,2,7,4,1,5,0,0,0,0,1,,,,,0,0,10,4,4,4,4,2,4,3,,,,,,,,3,3,4,4,3,3,1,1,-1.4237085425404774,6.361668750413365,2.3731800342076683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,5.5,5.5,5.0,5.0,10.0,5.5,10,-99,7,3,0,0,0,0,,,,0,6.361668750413365,,5,4,1,1,7,1,7,,5.5,5.5,5,5,5.0,1,7,5,7,2,5.0,3.0,3.0,7.0,1.0,9.0,8,3,7,1,0,0,0,1,1,0,0,0,5,5,5,2,7,5,1,1,4,9.0,6.0,7,3,8.0,0,50,14,,,,,"Citizens"
130507,13,1305,11,1,0,1,,1.0,0.0,2,0.2927939246294147,-0.46495511446576326,1.08080834016057,0.030602697489445354,0.5180052377581691,-0.9767073264358541,0.12599472818408686,-1.6339435405522051,-0.1544738238892354,0.14105752711354372,0.8249133826356553,0.8419732952343423,-99,-99,-99,1,0,-99,0,1,-99,-99,0,1,1,7,1,6,1,0,0,0,0,1,1,,,,,4,9,4,1,5,1,0,1,0,1,0,0,0,0,0,0,5,4,3,3,4,3,3,3,1,,3,2,2,3,2,3,3,3,3,2,4,0,1,-0.24594091838270757,6.214623014058173,0.1803971813021884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,5.5,10.0,10.0,10.0,10.0,10.0,10,10,4,2,0,0,0,0,,,,0,6.214623014058173,4,4,4,1,7,7,1,7,,0.0,0.0,0,0,0.0,0,7,1,7,7,10.0,3.0,1.0,6.0,4.0,5.0,2,10,7,1,,1,1,1,0,,,0,5,5,5,7,1,7,1,1,4,1.0,0.0,0,0,9.0,0,36,16,,,,,"Citizens"
130508,13,1305,11,1,0,1,,1.0,0.0,2,-1.356183617077397,0.3861874214618243,1.4624454362059471,0.11182369166377323,-0.6721408488576013,0.16778391982662294,0.12599472818408686,0.7079851600060413,0.32715464284546064,0.07453729088765884,0.8249133826356553,1.082230908565077,1,-99,1,1,1,1,1,-99,-99,0,-96,1,1,7,1,5,1,0,1,1,1,1,1,,12,1,1,5,7,4,1,4,0,0,0,1,1,0,0,0,0,0,0,5,4,4,3,4,3,3,3,2,2,2,2,2,2,2,3,3,3,3,2,4,0,1,0.4553451509960654,6.199353791446407,0.14386781085140585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,5,1,0,0,1,1,0,0,0,6.199353791446407,3,4,5,1,1,7,1,7,,0.0,0.0,0,0,0.0,0,7,1,7,1,10.0,10.0,0.0,3.0,6.0,7.0,8,5,1,5,1,1,1,1,1,0,0,0,5,5,5,7,1,7,1,1,0,3.0,5.0,0,4,9.0,1,46,17,,,,,"Citizens"
130509,13,1305,11,1,1,1,,0.0,0.0,1,1.774972269890899,-0.1812409358232341,1.1384329495751067,0.11182369166377323,0.5180052377581691,0.5973388415670123,0.12599472818408686,1.3165380700116895,0.21456030786196667,-0.714119196179028,2.1813988283062318,0.5973388415670123,1,-99,1,1,1,1,0,1,-99,0,1,1,1,7,1,6,1,1,0,0,1,1,1,1,,,1,2,9,4,1,5,0,0,0,0,1,0,0,0,0,0,0,5,3,3,3,3,3,3,3,,,,,,,,3,3,3,3,2,3,0,1,1.0633510863991567,6.360284232680708,-0.27778798192454557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,0.0,10.0,10.0,10.0,10.0,10.0,10,10,7,3,1,1,0,1,1,0,0,0,6.360284232680708,3,5,5,7,7,7,1,7,,0.0,0.0,0,0,0.0,0,7,7,7,1,10.0,10.0,10.0,7.0,5.0,2.0,3,10,1,5,1,1,0,1,1,0,0,0,1,5,5,7,1,7,7,1,0,0.0,0.0,0,0,10.0,1,35,17,,,,,"Citizens"
130510,13,1305,11,1,0,0,,0.0,1.0,,1.774972269890899,0.3861874214618243,1.1384329495751067,0.11182369166377323,-1.0707125269354634,0.7719901855451443,0.12599472818408686,0.9662299885166702,0.19846862306259863,-0.561540101072392,2.015059469251426,0.9900908041321754,1,-99,1,1,1,0,1,0,-99,0,0,1,1,7,1,6,1,0,1,0,1,1,1,,5,,1,4,7,4,1,5,0,0,0,0,1,0,0,0,0,0,0,5,4,4,3,4,2,3,3,,2,2,2,2,2,2,3,3,3,3,2,3,0,1,1.0568078335197344,6.218921338308079,-0.08954800839909996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,7,,,0.0,10.0,10.0,10.0,10.0,10.0,10,10,7,5,0,0,1,1,1,0,1,0,6.218921338308079,3,5,5,7,7,7,1,7,,0.0,0.0,0,0,0.0,0,7,7,7,1,10.0,10.0,7.0,5.0,3.0,6.0,7,6,1,5,0,0,1,1,1,0,0,1,1,5,5,7,1,7,7,1,1,0.0,0.0,2,0,9.0,1,53,17,,,,,"Citizens"
130512,13,1305,11,1,0,0,,0.0,1.0,,1.774972269890899,1.3165380700116895,1.6339170470519764,-0.12785648416672918,0.5180052377581691,0.9900908041321754,1.774972269890899,-1.3325160955999915,0.14692834039526834,-0.23332220222333683,0.5180052377581691,0.22648795185162982,1,-99,1,1,1,1,1,0,-99,-99,0,1,1,7,1,6,1,1,0,0,0,1,2,1,,,,2,7,4,1,5,0,0,2,1,1,0,1,0,1,0,1,10,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,2,3,1,1,0.7566913357604278,6.7143674590200675,0.7298728384762686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,5,0,0,1,1,1,0,0,1,6.7143674590200675,1,5,5,7,7,7,7,7,,0.0,0.0,0,0,0.0,0,7,7,7,1,10.0,9.0,5.0,6.0,4.0,4.0,8,8,7,1,0,0,1,1,1,0,0,0,1,5,5,7,7,7,1,1,8,0.0,0.0,0,0,0.0,1,45,17,,,,,"Citizens"
130601,13,1306,11,0,0,0,,0.0,0.0,,0.12599472818408686,0.3861874214618243,1.6339170470519764,-0.12785648416672918,0.5180052377581691,0.3069071086343162,0.12599472818408686,-0.38231746548374884,-0.5116351537268774,-0.1541622767143207,0.8249133826356553,1.627733142258591,1,-99,1,1,1,1,0,0,1,0,1,1,1,7,1,6,1,1,0,0,1,1,1,2,,,1,3,9,4,1,4,1,4,7,2,0,0,1,0,0,0,0,5,3,3,3,1,4,3,3,2,2,,,,2,2,2,3,3,2,1,4,0,0,1.3646303791639627,6.903159353607584,-0.765256784890573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,5,1,1,0,0,,,,0,6.903159353607584,1,5,5,7,1,7,1,7,,0.0,0.0,0,0,0.0,0,7,1,7,7,8.0,7.0,2.0,6.0,8.0,3.0,9,10,7,5,1,1,1,1,1,0,1,0,1,5,1,7,1,7,1,1,9,1.0,0.0,0,0,9.0,1,30,17,,,,,"Citizens"
130602,13,1306,11,0,0,0,,0.0,0.0,,1.774972269890899,-0.1812409358232341,1.6339170470519764,-0.12785648416672918,-0.6721408488576013,-2.0850646933845254,0.12599472818408686,0.3861874214618243,0.6430396847931329,0.11182369166377323,1.8487201101966195,1.2015451072855334,-99,-99,-99,-99,,-99,-99,-99,-99,-99,-99,1,1,7,1,5,0,0,0,0,0,1,,,,,,1,9,4,1,4,0,0,0,0,1,0,1,1,1,0,0,9,4,4,,,,4,4,,,,,,,,2,2,2,2,2,4,0,0,-1.7943571765789477,6.1216303838525326,0.3044072568209258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,7,1,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,3,0,0,0,0,,,,0,6.1216303838525326,1,5,5,7,7,7,1,7,,0.0,0.0,0,0,0.0,0,7,7,7,7,9.0,10.0,10.0,9.0,9.0,4.0,10,10,7,5,0,1,1,1,1,0,1,0,3,5,5,7,1,7,1,1,9,0.0,0.0,0,0,8.0,0,27,17,,,,,"Citizens"
130603,13,1306,11,0,0,0,,0.0,0.0,,1.774972269890899,1.0328238913691603,0.8194097628543476,0.6143242566768227,-0.17312277169318246,-0.9767073264358541,0.12599472818408686,-0.10507739235644022,-1.0582635481596787,-0.5299786483458875,2.015059469251426,1.1981782205182019,-99,-99,0,-99,,-99,-99,-99,-99,-99,-99,-99,1,7,0,,0,0,0,0,0,0,,,,,,,9,4,1,4,0,0,0,0,1,1,1,1,1,1,1,4,4,4,4,3,4,4,4,,,,,,,,2,2,2,2,2,2,0,0,-1.8843701854694879,6.156857822762362,0.9580841689063012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,4,0,0,0,0,,,,0,6.156857822762362,4,4,4,7,7,7,7,1,,0.0,0.0,5,0,3.0,0,7,7,7,7,1.0,5.0,7.0,7.0,4.0,5.0,10,10,1,1,1,0,1,1,1,0,1,0,1,5,1,7,1,7,1,1,7,6.0,0.0,0,0,9.0,0,22,17,,,,,"Citizens"
130604,13,1306,11,0,0,0,,0.0,0.0,,0.2927939246294147,0.3994323789824811,0.5214791375192762,-0.1704583846001338,-2.260858613551233,1.3776460582317185,0.12599472818408686,0.3861874214618243,1.4590635822298164,-0.661507611083845,1.3497020330322005,0.46701872063088484,1,-99,1,1,0,1,1,0,-99,0,1,0,1,13,1,3,1,1,0,0,1,1,1,1,,,1,2,9,4,1,4,1,1,7,3,0,1,1,1,1,1,1,10,4,4,4,4,1,4,4,,,,,,,,2,2,2,2,2,2,1,1,1.054858201595652,6.834094170707305,1.5303229085568628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,10.0,5.0,10.0,10.0,10.0,10.0,10,10,1,5,1,1,0,1,0,,,1,6.834094170707305,4,4,4,1,7,1,7,1,,0.0,0.0,0,0,0.0,0,7,7,7,7,10.0,10.0,10.0,10.0,9.0,8.0,5,10,1,5,1,0,1,1,0,,,0,1,5,5,7,1,7,1,7,0,0.0,0.0,0,0,5.0,1,42,23,,,,,"Citizens"
130605,13,1306,11,0,0,0,,0.0,0.0,,0.2927939246294147,2.4504782388924613,-1.6214967588853788,-0.1704583846001338,0.5180052377581691,0.8253611588512177,-1.356183617077397,1.3165380700116895,-1.6515689391388895,-0.5299786483458875,0.8249133826356553,1.951752352990158,1,1,1,1,1,1,1,0,1,0,1,1,1,7,1,3,1,1,0,0,1,1,1,1,,,1,3,9,4,1,4,0,3,3,0,0,1,1,0,0,1,1,10,4,4,1,1,1,1,1,1,3,3,3,3,2,2,2,2,2,3,2,3,1,0,2.0515948906873973,6.534737974350666,-0.042989607745039224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,0.0,3.0,10.0,3.0,1.0,0.0,10,10,1,2,1,0,0,1,0,,,1,6.534737974350666,4,4,4,1,7,7,7,1,,0.0,10.0,0,0,0.0,1,7,1,7,7,0.0,0.0,10.0,1.0,10.0,1.0,10,10,1,5,1,1,1,1,1,1,,0,1,1,5,1,1,7,7,1,0,0.0,0.0,0,0,9.0,1,41,17,,,,,"Citizens"
130606,13,1306,11,0,0,0,,0.0,0.0,,0.12599472818408686,-0.7486692931082924,1.1495506258811627,-0.008016396251477974,-0.6721408488576013,-0.9767073264358541,0.12599472818408686,-0.0714055716832888,0.677599174242272,-0.28569123945227815,2.015059469251426,0.6601396727974058,-99,-99,-99,-99,,-99,-99,-99,-99,-99,-99,1,1,4,1,5,0,0,1,1,0,1,,,2,1,,2,9,1,1,5,0,0,0,0,1,1,1,1,1,0,0,10,4,4,,2,4,4,4,,,,,,,,2,2,2,2,2,4,1,0,-1.7943571765789477,6.070983107086423,1.008056548663219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,1,0,0,0,0,,,,0,6.070983107086423,2,5,5,7,1,7,1,1,,0.0,0.0,0,0,0.0,1,7,7,7,7,10.0,8.0,9.0,8.0,8.0,8.0,4,10,7,1,1,0,1,1,1,0,0,0,1,5,5,7,1,7,1,1,6,0.0,4.0,0,0,9.0,0,30,14,,,,,"Citizens"
130607,13,1306,11,0,0,0,,0.0,0.0,,0.9504834990374929,-0.42972243857789927,1.4752477948711908,-0.050618296684882574,-0.6721408488576013,-0.9767073264358541,0.12599472818408686,-0.07236542405278,0.5493465258888608,-0.3166042650629765,0.42634170455779347,1.4638941669261598,-99,-99,1,1,1,-99,-99,-99,-99,-99,-99,1,0,3,1,3,0,1,0,0,0,1,,1,,,,1,9,4,1,4,0,2,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,3,1,1,-0.8220847694996671,6.199814257864568,-1.0966536866033723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,1,1,0,0,0,0,,,,0,6.199814257864568,5,5,4,7,4,3,7,7,,0.0,0.0,0,0,0.0,0,1,7,7,7,10.0,10.0,10.0,10.0,4.0,6.0,9,10,1,5,0,1,1,1,1,1,,0,3,5,5,7,1,4,1,1,8,0.0,0.0,0,0,9.0,0,27,13,,,,,"Citizens"
130608,13,1306,11,0,0,0,,0.0,0.0,,0.12599472818408686,-1.3820608054949717,0.571667714115913,0.25652782075166297,-0.2763536445886471,-0.9767073264358541,0.12599472818408686,-0.5309182695673843,0.6811048175322647,-0.13954535898943543,0.42634170455779347,0.22648795185162982,-99,-99,1,-99,,-99,-99,0,-99,-99,-99,-99,0,4,1,3,0,1,0,0,0,1,,1,,,,1,9,4,1,1,0,0,0,0,0,1,1,1,1,1,1,10,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,-1.5498714582271145,5.956967317882097,0.14365118972804788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,7,,,5.0,10.0,10.0,10.0,10.0,10.0,8,10,7,2,0,0,0,0,,,,0,5.956967317882097,4,4,4,7,1,1,1,1,,0.0,0.0,0,1,0.0,0,1,7,7,7,10.0,10.0,10.0,10.0,7.0,5.0,5,10,7,5,0,0,1,1,1,0,0,0,2,5,5,7,1,1,1,1,2,0.0,0.0,0,0,9.0,0,50,14,,,,,"Citizens"
130609,13,1306,11,0,0,0,,0.0,0.0,,0.12599472818408686,0.3861874214618243,-0.6254630579492051,-0.008016396251477974,-0.6721408488576013,-0.8014502583143551,-1.356183617077397,0.3861874214618243,-0.08403971054447423,-0.5299786483458875,0.8249133826356553,1.8458337608456226,-99,-99,-99,1,1,-99,-99,-99,-99,-99,1,0,1,7,1,6,1,0,0,0,1,1,1,,,,1,6,9,4,1,5,0,0,7,0,1,0,1,0,1,0,0,5,2,3,3,1,4,4,4,2,2,2,2,,2,2,2,2,2,2,2,4,0,0,-0.85948938046331,6.4584121921993445,-0.5557393325173462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,7,1,,,0.0,10.0,10.0,0.0,0.0,0.0,10,10,7,5,1,1,0,0,,,,0,6.4584121921993445,2,5,5,7,1,7,1,7,,0.0,0.0,0,0,0.0,0,7,1,7,1,10.0,9.0,10.0,6.0,3.0,1.0,10,10,1,5,1,1,1,1,1,0,0,1,1,5,5,1,1,7,1,1,9,0.0,0.0,0,0,9.0,1,52,17,,,,,"Citizens"
130610,13,1306,5,0,0,0,,0.0,0.0,,-1.356183617077397,-0.1812409358232341,-2.365972455843792,-0.008016396251477974,-0.6721408488576013,-0.9767073264358541,0.12599472818408686,-0.3144287415282146,0.7360484304679052,-0.47468156821476715,2.015059469251426,-0.08093732433447498,-99,-99,1,-99,,-99,-99,-99,-99,-99,-99,-99,1,7,1,6,0,0,0,0,0,1,,,,,,1,9,4,1,5,0,1,1,0,1,1,1,0,0,0,0,10,4,4,,2,4,4,4,,,,,,,,2,2,2,2,2,4,1,0,-1.8805792583791157,6.400614779180431,0.41824907886935775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,0.0,0.0,10.0,0.0,0.0,0.0,10,10,7,3,0,0,0,0,,,,0,6.400614779180431,2,3,3,1,1,7,1,1,,0.0,0.0,0,0,0.0,0,7,7,7,7,10.0,10.0,4.0,5.0,8.0,10.0,5,8,1,5,0,0,1,1,0,,,0,3,5,5,7,1,7,1,1,8,0.0,0.0,0,0,9.0,0,42,17,,,,,"Citizens"
