HHID,DistrictID,VillageID,weight,z,zdelib,zinfo,zelite,zoinfo,zspill,tinfo,H100,H200,H300,H400,H500,H600,H101,H201,H301,H401,H501,H601,X1010,X1020,X1030,X1040,X1050,X1060,X1070,X1080,X1090,X1100,X1110,X1120,X1130,X1140,X2010,X2020,X2030,X2040,X2050,X2060,X2070,X2080,X2090,X2100,X2110,X2120,X2130,X2140,X2150,X2160,X2170,X2180,X2190,X2200,X2210,X2220,X2230,X3010,X3020,X3030,X3040,X3050,X3060,X3070,X3080,X3090,X3100,X3110,X3120,X3130,X3140,X3150,X3160,X3170,X3180,X3190,X3200,X3210,X3220,X3230,X3240,X3250,X3260,X3270,X3280,X3290,X1,X2,X3,Xcitizen0,Xempsector0,X1011,X1021,X1031,X1041,X1051,X1061,X1071,X1081,X1091,X1101,X1111,X1121,X1131,X1141,X2011,X2021,X2031,X2041,X2051,X2061,X2071,X2081,X2091,X2101,X2111,X2121,X2131,X2141,X2151,X2161,X2171,X2181,X2191,X2201,X2211,X2221,X2231,X3011,X3021,X3031,X3041,X3051,X3061,X3071,X3081,X3091,X3101,X3111,X3121,X3131,X3141,X3151,X3161,X3171,X3181,X3191,X3201,X3211,X3221,X3231,X3241,X3251,X3261,X3271,X3281,X3291,Xcitizen1,Xempsector1,H610,H510,H520,H130,H140,H310,H320,H240,H330,H340,H350,H430,H440,H460,H260,H620,H630,H640,H650,H660,H670,H680,H690,consumption,H450,H370,H380,H110,H120,H210,H250,H360,H150,H220,H230,H410,H420,H530,H611,H511,H521,H131,H141,H311,H321,H241,H331,H341,H351,H431,H441,H461,H261,H621,H631,H641,H651,H661,H671,H681,H691,H451,H371,H381,H111,H121,H211,H251,H361,H151,H221,H231,H411,H421,H531,male,age,school,mod1,asst1,mod2,asst2,sample
230411,23,2304,12,1,0,1,,1.0,0.0,2,0.2093943264067507,2.362037200496707,0.5426167145538909,0.7883460614380408,-0.8011422949851922,0.17115080659395454,-0.6150944444466552,0.4034043025817739,0.7136175832627636,0.1541557311745136,0.4219502716147027,-0.33742527397626776,-99,-99,1,1,1,1,0,0,1,0,0,1,1,13,1,4,1,1,0,0,1,1,4,3,,,2,6,6,4,2,3,6,3,7,4,0,0,0,1,1,1,1,5,1,1,1,4,1,2,2,2,3,2,2,4,3,1,2,2,3,3,1,4,1,1,1.0581387033534702,7.99271763055626,0.0077612728168035125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,,,5.0,10.0,10.0,5.0,5.0,10.0,10,5,4,5,0,1,0,1,1,0,0,0,7.99271763055626,5,5,5,4,4,7,2,4,,5.0,5.0,5,5,4.0,0,7,4,4,4,7.0,9.0,5.0,6.0,5.0,7.0,9,6,4,5,1,0,0,0,,,,0,1,5,5,4,1,4,1,7,0,4.0,2.0,5,3,3.0,0,19,23,,,,,"Citizens"
230501,23,2305,9,1,0,1,,1.0,0.0,1,1.774972269890899,1.0557035992949724,-0.31995730474204775,-0.3676744738939169,1.3497020330322005,-0.9767073264358541,0.12599472818408686,-1.232829253660467,-0.10608225698771769,0.31529529878635865,1.6823807511418134,1.4802558925680145,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,1,7,1,4,1,1,0,0,1,0,2,3,,,1,,7,4,2,1,2,0,7,2,0,0,1,0,1,0,1,9,4,4,4,2,2,2,2,2,,,,,2,2,2,2,2,2,2,,0,0,-1.2964316135315912,6.8255033750690535,-0.42846700828076245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,5.0,5.0,5.0,10.0,5.0,5.0,5,5,1,3,0,0,0,0,,,,0,6.8255033750690535,2,4,4,7,7,7,1,1,,5.0,5.0,4,0,5.0,0,7,7,7,7,3.0,4.0,5.0,4.0,6.0,5.0,4,2,7,4,0,1,0,1,1,0,1,1,2,5,4,7,1,1,1,7,5,1.0,0.0,5,4,7.0,0,37,17,,,,,"Citizens"
230502,23,2305,14,1,0,0,,0.0,1.0,,1.774972269890899,-1.3820608054949717,0.005966516858173096,-0.5299786483458875,0.15955594641643012,-2.0850646933845254,-1.356183617077397,-1.0360118863862013,-1.8391913954034462,-0.11566445690651818,2.1813988283062318,-0.15208508252291453,-99,-99,-99,1,1,-99,-99,-99,-99,-99,1,1,1,7,1,4,1,1,1,0,1,0,2,4,15,,1,,3,4,2,1,4,2,7,3,0,0,0,0,0,0,0,5,2,2,2,2,2,2,2,,,,,,,,3,3,3,2,2,2,0,0,-0.855223994880634,7.242136227978914,-1.86023518937207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,7,1,,,5.0,5.0,10.0,10.0,10.0,5.0,10,10,1,2,0,0,0,0,,,,0,7.242136227978914,1,5,3,7,7,1,1,1,,0.0,0.0,0,0,5.0,0,7,7,1,1,0.0,3.0,0.0,3.0,3.0,0.0,10,9,4,5,0,1,0,1,0,,,0,3,2,4,1,1,1,1,1,10,4.0,0.0,0,0,10.0,0,26,17,,,,,"Citizens"
230503,23,2305,9,1,0,1,,1.0,0.0,1,1.774972269890899,0.029722396495309857,0.002502878633412272,-0.1548957614950903,-0.03972989262250076,-0.9767073264358541,,,,,,,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,0,2,1,3,1,1,0,0,1,1,1,1,,,1,1,7,4,1,1,0,0,3,0,1,1,1,1,1,1,1,10,4,4,4,4,4,4,4,,,,,,,,2,2,1,2,2,,0,0,-1.5961249777180515,6.450659988658315,1.4097217663377613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,,,5.0,5.0,5.0,5.0,5.0,10.0,10,5,1,1,0,0,0,0,,,,0,6.450659988658315,2,5,5,7,7,4,1,1,,5.0,5.0,0,5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,12,,,,,"Citizens"
230504,23,2305,9,1,0,1,,1.0,0.0,1,-1.356183617077397,0.2759167855021167,-1.1670482376799716,-0.1830958993513687,0.8249133826356553,0.1752476057993412,-1.356183617077397,-0.6290296227067002,-1.6762769445792138,-0.16814182044382578,2.1813988283062318,2.265301986432949,1,-99,1,1,1,-99,1,-99,1,0,1,1,1,7,0,,1,1,0,0,1,1,1,5,,,1,2,2,4,2,3,1,6,7,7,0,0,0,0,1,0,0,5,2,4,2,1,2,2,4,4,2,2,2,2,2,2,4,4,3,4,2,4,0,0,0.7172119179187895,7.184588745043226,0.1706316302350071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,,,2.0,4.0,8.0,3.0,2.0,6.0,7,8,7,1,1,0,0,1,1,0,0,0,7.184588745043226,1,2,5,1,1,7,1,2,,4.0,3.0,1,0,9.0,1,7,7,7,1,1.0,2.0,0.0,6.0,3.0,0.0,8,3,7,2,1,1,0,1,1,1,,1,2,2,4,1,1,1,1,1,6,8.0,3.0,0,1,10.0,0,37,17,,,,,"Citizens"
230505,23,2305,9,1,0,0,,0.0,1.0,,0.12599472818408686,0.7491097127266312,1.3037761840251614,-0.4072105175284572,-0.763804382057977,-0.9767073264358541,-0.6150944444466552,1.0748814429792184,-0.9370759755301732,0.8593668240182378,0.29294882548711176,-0.33237494382527033,-99,-99,-99,1,1,-99,1,0,-99,0,0,1,1,7,0,,1,0,0,0,0,0,2,,,,,,9,4,1,1,0,0,7,2,1,1,1,1,1,0,1,6,4,4,2,1,4,2,4,2,2,2,2,2,2,2,4,4,1,4,2,4,0,0,0.06202600693804368,6.492704344746941,0.8630115844675628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,10.0,10.0,10.0,10.0,10.0,10.0,1,10,1,3,0,0,0,0,,,,0,6.492704344746941,4,4,4,7,1,7,7,7,,0.0,0.0,0,0,9.0,0,4,4,4,4,3.0,3.0,3.0,3.0,3.0,3.0,3,3,4,2,0,1,0,0,,,,0,5,4,4,4,1,4,4,4,7,7.0,6.0,7,7,7.0,0,45,17,,,,,"Citizens"
230506,23,2305,9,1,0,0,,0.0,1.0,,0.12599472818408686,-0.28979928554996276,-0.09213257721267432,-0.6380721964919517,1.3497020330322005,-0.048368583373549254,0.12599472818408686,-0.8490991284597919,-1.3562838938039854,0.5024743903619407,-0.006783412638376179,1.913907613513791,1,-99,1,1,1,1,1,-99,-99,0,1,0,1,10,1,3,1,1,0,0,1,1,2,1,,,1,2,2,4,2,4,4,0,7,3,1,0,,0,,0,0,5,2,2,2,3,3,2,2,3,3,4,4,1,3,3,3,3,2,2,2,3,1,0,0.7560113172461099,7.347169621839338,0.12048695685249843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,5.0,4.0,3.0,6.0,8.0,5.0,7,6,1,2,,1,0,0,,,,0,7.347169621839338,1,5,5,7,1,7,1,1,,0.0,5.0,1,0,5.0,1,7,1,7,7,4.0,0.0,1.0,4.0,5.0,5.0,4,5,4,2,1,1,0,1,1,0,1,1,2,2,4,7,1,4,1,1,4,2.0,4.0,6,7,4.0,1,48,20,,,,,"Citizens"
230507,23,2305,9,1,1,1,,0.0,0.0,1,0.12599472818408686,2.530590054408035,-0.009908113667612599,-0.5963272293043339,0.15955594641643012,-0.9767073264358541,1.774972269890899,0.639491207544202,-0.888319628815871,0.7525337366661755,1.6823807511418134,0.7794538715178626,-99,-99,-99,-99,,-99,-99,-99,-99,-99,-99,0,0,5,1,3,1,1,1,0,0,1,2,1,1,,,1,7,4,2,3,1,0,7,1,0,1,1,1,1,1,1,10,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,,1,0,-1.7990103244873217,7.059952429247103,0.3510203870835515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,5.0,5.0,5.0,8.0,10.0,7.0,5,5,1,2,0,0,0,0,,,,0,7.059952429247103,2,4,4,7,1,7,7,1,,10.0,5.0,0,1,5.0,1,7,7,1,1,5.0,0.0,1.0,2.0,3.0,2.0,2,4,7,5,0,0,1,1,1,0,1,0,5,4,4,7,7,1,7,7,5,3.0,4.0,5,5,7.0,0,25,15,,,,,"Citizens"
230508,23,2305,9,1,1,1,,0.0,0.0,1,-1.356183617077397,0.04171399115326218,0.766409336848445,-0.2599918165702908,1.3497020330322005,-0.9767073264358541,0.2927939246294147,0.9475176801212575,-0.07736835592335586,0.025012050659770982,1.5160413920870068,1.1503047612332449,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,,1,1,1,0,1,0,1,1,2,,1,,3,4,2,1,1,0,4,0,1,1,0,1,0,1,0,5,2,2,3,3,3,3,3,,2,2,2,2,2,2,3,2,2,2,2,4,1,0,-1.2885608647722686,6.716186615866441,-0.17160463495909684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,8.0,9.0,10.0,10.0,10.0,6.0,10,5,7,2,0,0,0,0,,,,0,6.716186615866441,1,5,5,1,1,1,1,1,,5.0,3.0,0,0,5.0,1,7,7,7,7,6.0,5.0,7.0,3.0,5.0,7.0,7,6,4,2,1,1,0,1,1,0,1,0,1,4,4,1,7,4,7,7,3,3.0,4.0,4,3,6.0,0,27,0,,,,,"Citizens"
230509,23,2305,9,1,1,1,,0.0,0.0,1,1.774972269890899,0.14529723897681515,0.5418373561691282,-0.6356869142687367,-0.6721408488576013,-0.9767073264358541,,,,,,,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,1,1,7,1,3,0,0,0,0,0,0,,,,,,,9,4,1,1,3,0,7,2,1,0,0,0,0,0,0,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,2,0,0,-1.60388475055634,6.5889031362287716,0.008732044914473653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,0.0,10.0,10.0,10.0,10.0,8.0,10,6,1,1,0,0,0,0,,,,0,6.5889031362287716,1,5,5,7,7,7,1,1,,3.0,2.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,17,,,,,"Citizens"
230510,23,2305,14,1,1,1,,0.0,0.0,1,-1.356183617077397,-0.8358127126987953,0.5884981818150877,0.2633248571948187,-0.6721408488576013,-2.0850646933845254,1.774972269890899,2.88125675618712,-0.9682727101959577,-0.009601070603382961,1.5160413920870068,1.951752352990158,-99,-99,-99,1,1,-99,-99,0,-99,0,0,1,1,7,0,,1,1,1,0,1,1,2,2,1,,1,1,2,4,2,4,2,0,1,1,1,0,0,,0,0,0,0,1,1,1,1,4,3,3,2,2,2,2,2,2,2,4,4,3,4,3,4,0,0,-0.25162824269166933,6.973453556171759,-0.5891830307398407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,7,1,,,9.0,10.0,5.0,10.0,8.0,9.0,8,9,7,4,0,0,0,0,,,,0,6.973453556171759,3,4,4,1,1,1,1,1,,1.0,2.0,2,1,0.0,1,7,7,7,7,1.0,4.0,5.0,3.0,7.0,3.0,4,3,7,5,1,1,1,1,1,1,,0,1,4,4,7,7,7,1,1,6,9.0,8.0,4,2,6.0,0,35,17,,,,,"Citizens"
230601,23,2306,8,1,0,1,,1.0,0.0,1,-1.356183617077397,-0.12402054156816324,0.8522601673950408,-0.5299786483458875,-0.6721408488576013,0.5973388415670123,0.12599472818408686,0.18168135544157296,0.6540665284042929,-0.5299786483458875,-2.260858613551233,0.16778391982662294,1,-99,-99,1,1,-99,0,0,1,0,1,1,1,7,0,,1,1,1,0,1,0,2,3,1,,1,,2,4,2,3,1,0,7,0,1,0,0,0,0,0,0,5,1,1,1,1,1,2,2,4,4,4,2,3,2,2,3,2,2,2,3,3,0,1,0.6697225422777117,7.058510387316128,-0.7690190932373572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,4.0,10.0,10.0,10.0,10.0,10.0,10,10,1,1,1,1,0,1,1,0,0,0,7.058510387316128,1,5,5,1,1,5,7,1,,0.0,0.0,0,0,0.0,0,1,1,7,7,0.0,10.0,10.0,10.0,10.0,10.0,10,10,1,1,1,0,0,1,1,0,0,0,1,5,5,7,1,7,7,1,0,0.0,0.0,0,0,0.0,0,27,17,,,,,"Citizens"
230602,23,2306,8,1,0,0,,0.0,1.0,,-1.356183617077397,0.10247324281929508,1.6339170470519764,-0.050618296684882574,-0.6721408488576013,-0.25840411514643474,1.774972269890899,-0.2768714900730313,1.1495506258811627,-0.12785648416672918,-0.8714266878965323,1.142841075260527,-99,-99,-99,1,1,-99,1,1,-99,-99,-99,1,1,7,0,,1,1,0,0,0,1,1,1,,,,1,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,,3,1,1,-0.549721243754068,6.456297614353845,-0.5147545138201216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,1,4,0,0,0,1,1,0,0,0,6.456297614353845,5,5,5,1,1,7,1,7,,0.0,0.0,0,0,0.0,0,4,4,1,4,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,1,1,1,0,1,1,0,1,0,1,5,5,7,7,4,7,1,0,0.0,0.0,0,0,0.0,0,35,17,,,,,"Citizens"
230603,23,2306,8,1,0,1,,1.0,0.0,1,0.12599472818408686,-0.6483183778165933,-1.0850752966136326,-0.08169976275917054,0.32589530547123635,0.3069071086343162,0.12599472818408686,-0.28349396883335976,0.9796707315981448,-0.15428355064744148,0.5180052377581691,0.3958709624424453,1,-99,1,1,0,1,1,-99,-99,0,1,1,1,17,1,1,1,1,0,0,1,0,3,5,,,1,,7,4,2,3,6,2,7,4,0,1,0,1,0,1,0,5,3,3,3,2,3,3,3,,2,2,2,2,3,2,3,4,2,2,2,3,,0,0.7559747703723264,7.984668846699905,0.141125589788925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,0.0,5.0,6.0,4.0,5.0,5.0,5,8,7,3,1,1,0,0,,,,0,7.984668846699905,1,3,4,7,1,7,1,1,,0.0,0.0,2,1,6.0,0,7,7,7,7,10.0,10.0,10.0,9.0,10.0,8.0,10,9,7,1,1,1,0,1,0,,,0,1,5,5,7,1,7,4,1,1,0.0,0.0,0,0,0.0,1,29,27,,,,,"Citizens"
230604,23,2306,4,1,1,1,,0.0,0.0,1,-1.356183617077397,0.3861874214618243,1.1495506258811627,-0.008016396251477974,0.15955594641643012,-0.8014502583143551,1.774972269890899,0.6963043043117794,0.6540665284042929,0.35150386749427565,-0.6721408488576013,1.951752352990158,1,-99,1,1,1,-99,1,-99,1,0,-99,0,1,7,1,3,1,1,0,0,1,0,1,1,,,1,,2,4,2,1,0,2,7,7,1,0,0,0,0,0,0,0,3,3,3,3,1,3,3,4,4,4,4,2,4,4,4,4,3,4,3,4,0,0,0.3985841077662983,7.354045178496162,1.524873809372658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,7,1,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,5,1,1,0,0,,,,0,7.354045178496162,2,5,5,1,1,7,1,1,,0.0,0.0,0,0,5.0,1,7,1,7,7,0.0,10.0,10.0,10.0,10.0,10.0,10,10,7,5,1,1,1,1,1,1,,0,5,5,5,7,7,7,3,1,0,0.0,0.0,0,0,0.0,0,34,17,,,,,"Citizens"
230605,23,2306,13,1,1,1,,0.0,0.0,1,1.774972269890899,0.09282564961809085,-0.4313879427994325,-0.0688990141320059,1.3497020330322005,-0.9767073264358541,0.12599472818408686,1.5253706834944198,-1.9099230581465738,1.368685897348821,2.015059469251426,0.40110835547990653,-99,-99,-99,1,1,-99,-99,-99,-99,-99,1,1,0,2,1,3,1,1,0,0,0,0,3,4,,,,,7,4,2,4,2,0,5,0,1,0,0,0,0,0,0,5,,,2,2,3,2,,,2,2,2,2,2,2,2,2,2,2,2,2,0,0,-0.855223994880634,6.854149327064017,-1.8043179394122655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,5.0,7.0,10.0,6.0,5.0,5.0,10,10,1,1,0,0,0,0,,,,0,6.854149327064017,1,4,4,7,7,1,7,1,,5.0,0.0,4,2,5.0,1,7,7,7,7,1.0,1.0,7.0,5.0,7.0,5.0,1,5,7,5,1,0,1,0,,,,0,5,1,1,7,1,7,1,1,5,3.0,5.0,9,9,9.0,0,35,12,,,,,"Citizens"
230606,23,2306,13,1,0,0,,0.0,1.0,,1.774972269890899,-0.581724474964103,-0.031107055265523403,-0.3573060765130427,0.15955594641643012,-0.33742527397626776,0.9504834990374929,-0.33240999908654845,0.47255383396706824,0.20383692166616812,0.32589530547123635,0.40110835547990653,1,-99,1,1,1,-99,-99,-99,-99,-99,0,1,1,7,1,2,1,1,0,0,0,1,4,3,,,,1,2,4,2,1,3,0,6,2,1,0,1,0,1,0,1,10,4,3,3,2,2,2,2,2,2,3,3,3,3,2,2,3,2,2,2,2,0,0,-0.2075179176107558,7.142344236610585,-0.01889736138477364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,2.0,8.0,9.0,5.0,6.0,5.0,6,6,1,2,1,0,0,0,,,,0,7.142344236610585,1,4,4,7,7,7,1,7,,0.0,0.0,4,1,5.0,1,7,1,7,7,4.0,9.0,10.0,9.0,9.0,5.0,10,8,7,5,1,0,1,0,,,,0,1,5,5,7,4,1,1,2,0,0.0,1.0,3,2,6.0,0,36,17,,,,,"Citizens"
